parameter,mean,median,mode,hpd_min,hpd_max,mutant,repressors,operator,IPTGuM,class
bohr_wt,-4.189765949409287,-4.187167806437307,-4.175591267055907,-4.31672670758639,-4.063105836118617,Q294V,260.0,O2,0.0,IND
bohr_mut,-3.6101241869089984,-3.519172318842859,-3.4510614662137624,-4.596249019996924,-2.764008985032578,Q294V,260.0,O2,0.0,IND
delta_bohr,-0.5796417625002697,-0.6712224831690496,-0.7245298008421446,-1.355221580564379,0.4684275304364327,Q294V,260.0,O2,0.0,IND
chain,2.5,2.5,2.0,1,4,Q294V,260.0,O2,0.1,IND
chain_idx,500.5,500.5,404.0,1,951,Q294V,260.0,O2,0.1,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,0.1,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,0.1,IND
energy__,-78.28634366342062,-78.68864381265928,-81.80184382656323,-81.94092724309766,-73.79717084512765,Q294V,260.0,O2,0.1,IND
treedepth__,2.718,3.0,3.0,2,3,Q294V,260.0,O2,0.1,IND
accept_stat__,0.9130735572547195,0.9563633499782527,0.9992869030371144,0.6842222828249332,1.0,Q294V,260.0,O2,0.1,IND
stepsize__,0.48856267854475893,0.508332166697877,0.38043577544897705,0.38043577544897705,0.5571506053342378,Q294V,260.0,O2,0.1,IND
n_leapfrog__,7.083,7.0,7.0,3,15,Q294V,260.0,O2,0.1,IND
fc_mu_wt,0.014151839891366997,0.014193221761166164,0.014413815050451806,0.011247572059174482,0.017404900815836122,Q294V,260.0,O2,0.1,IND
log_fc_sigma_wt,-5.360870168523806,-5.378422909986466,-5.494983942238409,-5.7929557260696445,-4.857352344834805,Q294V,260.0,O2,0.1,IND
fc_mu_mut,0.013875429827047875,0.01388978965228932,0.015153247270451198,0.004307803880114203,0.023180418980228934,Q294V,260.0,O2,0.1,IND
log_fc_sigma_mut,-4.2557941522214255,-4.275912168203959,-4.327667614202413,-4.731087934868329,-3.7502855064337437,Q294V,260.0,O2,0.1,IND
fc_sigma_wt,0.004853686209706731,0.00461509462687797,0.004107322419421626,0.002833636151597552,0.007389027834326912,Q294V,260.0,O2,0.1,IND
fc_sigma_mut,0.014678096821924903,0.013899364564829587,0.013198295134580342,0.0081033308033495,0.02236716393698449,Q294V,260.0,O2,0.1,IND
lp__,80.33510308452894,80.75148045579931,82.69776508886687,76.93742677000051,82.64751387398303,Q294V,260.0,O2,0.1,IND
bohr_wt,-4.25060246811479,-4.240695860982747,-4.225049450611173,-4.46954166132713,-4.029033660723744,Q294V,260.0,O2,0.1,IND
bohr_mut,-4.351072004058002,-4.2626141117076735,-4.174271197811408,-5.2497938181926,-3.6508813202530015,Q294V,260.0,O2,0.1,IND
delta_bohr,0.10046953594321979,0.018083934713276406,-0.050778252799764445,-0.6782285741441361,1.0211331710560216,Q294V,260.0,O2,0.1,IND
chain,2.5,2.5,1.0,1,4,Q294V,260.0,O2,5.0,IND
chain_idx,500.5,500.5,798.0,1,951,Q294V,260.0,O2,5.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,5.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,5.0,IND
energy__,-69.04588512674839,-69.44808682677564,-71.92049773027907,-72.44081927423372,-64.81052211986189,Q294V,260.0,O2,5.0,IND
treedepth__,2.60025,3.0,2.0,2,3,Q294V,260.0,O2,5.0,IND
accept_stat__,0.9127796582864489,0.9484656013629824,0.9837639061843527,0.7010663269069206,1.0,Q294V,260.0,O2,5.0,IND
stepsize__,0.6037709455221737,0.591982388797256,0.6049409361525331,0.5517007312262917,0.6794182732679588,Q294V,260.0,O2,5.0,IND
n_leapfrog__,6.008,7.0,3.0,3,7,Q294V,260.0,O2,5.0,IND
fc_mu_wt,0.04264652108693971,0.042548888390835815,0.043113020689768744,0.0338617265804424,0.05163001248816901,Q294V,260.0,O2,5.0,IND
log_fc_sigma_wt,-4.284657146655195,-4.3006375929110465,-4.408131397934422,-4.7191409896281575,-3.7698834843646893,Q294V,260.0,O2,5.0,IND
fc_mu_mut,0.023206734990599637,0.023218098399795772,0.02312421726536351,0.014293588100264598,0.03173823074361848,Q294V,260.0,O2,5.0,IND
log_fc_sigma_mut,-4.305414622828981,-4.320502339286401,-4.411360628574401,-4.795448473242671,-3.8028226616423866,Q294V,260.0,O2,5.0,IND
fc_sigma_wt,0.014202972298859654,0.0135599105637337,0.012177912755431822,0.008088608400043568,0.021691483996674244,Q294V,260.0,O2,5.0,IND
fc_sigma_mut,0.01395456538470041,0.013293204184683164,0.012138650893353326,0.007870521679695984,0.021646926764211576,Q294V,260.0,O2,5.0,IND
lp__,71.05318686000861,71.41290464785345,73.24894731268363,67.87326382665869,73.21891248337309,Q294V,260.0,O2,5.0,IND
bohr_wt,-3.116763490758165,-3.1136209317335752,-3.0998602298779536,-3.337122541881873,-2.899728435162503,Q294V,260.0,O2,5.0,IND
bohr_mut,-3.759256627777018,-3.73933131673543,-3.743479067597931,-4.153331066548674,-3.371025194217795,Q294V,260.0,O2,5.0,IND
delta_bohr,0.6424931370188584,0.6307362089092197,0.6436188377199774,0.22056161661661422,1.1262218833724025,Q294V,260.0,O2,5.0,IND
chain,2.5,2.5,3.0,1,4,Q294V,260.0,O2,10.0,IND
chain_idx,500.5,500.5,552.0,1,951,Q294V,260.0,O2,10.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,10.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,10.0,IND
energy__,-68.01440749006956,-68.37659460342346,-69.93109482675148,-71.33271618637461,-63.56942547385522,Q294V,260.0,O2,10.0,IND
treedepth__,2.61125,3.0,2.0,2,3,Q294V,260.0,O2,10.0,IND
accept_stat__,0.9181354667103964,0.95465401759587,0.9647377328191835,0.7182331108303668,1.0,Q294V,260.0,O2,10.0,IND
stepsize__,0.5863001062615346,0.604245901060902,0.48834634147736883,0.48834634147736883,0.6483622814468982,Q294V,260.0,O2,10.0,IND
n_leapfrog__,6.045,7.0,7.0,3,7,Q294V,260.0,O2,10.0,IND
fc_mu_wt,0.07722901501388313,0.07723277540627316,0.07729458572366976,0.06396641269963388,0.08928812964433008,Q294V,260.0,O2,10.0,IND
log_fc_sigma_wt,-3.9170857845404834,-3.934084305409471,-4.026011508583197,-4.33644658997466,-3.413594611381824,Q294V,260.0,O2,10.0,IND
fc_mu_mut,0.026010142518143622,0.025988399533917184,0.026157251743544774,0.018569032564895283,0.033151592258485296,Q294V,260.0,O2,10.0,IND
log_fc_sigma_mut,-4.530859980773711,-4.554087855656217,-4.662147031914842,-5.001344121730569,-4.047074705777204,Q294V,260.0,O2,10.0,IND
fc_sigma_wt,0.0204855260980106,0.019563605426409718,0.017845364281854997,0.011964170883114824,0.03069798486030588,Q294V,260.0,O2,10.0,IND
fc_sigma_mut,0.011128639753321661,0.010524095349444491,0.009446159408200016,0.006498811948788927,0.017171117215866907,Q294V,260.0,O2,10.0,IND
lp__,70.02763414205607,70.37563116039945,72.18809441328703,66.99186976963378,72.14571362934652,Q294V,260.0,O2,10.0,IND
bohr_wt,-2.4839884924929936,-2.4805530897543546,-2.479686111673677,-2.6752601469238604,-2.316160437190284,Q294V,260.0,O2,10.0,IND
bohr_mut,-3.6330586283350295,-3.6237729471966253,-3.6171233757841126,-3.924567618752338,-3.340406261038928,Q294V,260.0,O2,10.0,IND
delta_bohr,1.1490701358420359,1.1419558249098534,1.1374372641104356,0.809792235838303,1.4830491531598278,Q294V,260.0,O2,10.0,IND
chain,2.5,2.5,3.0,1,4,Q294V,260.0,O2,25.0,IND
chain_idx,500.5,500.5,308.0,1,951,Q294V,260.0,O2,25.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,25.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,25.0,IND
energy__,-46.26326935920058,-46.63324934013542,-45.72767323827711,-49.58810817915033,-42.064160717650694,Q294V,260.0,O2,25.0,IND
treedepth__,2.63325,3.0,3.0,2,3,Q294V,260.0,O2,25.0,IND
accept_stat__,0.9139153156020208,0.9580329109077751,0.9716191355847575,0.6873686068459507,1.0,Q294V,260.0,O2,25.0,IND
stepsize__,0.5441067861392012,0.5460494707185398,0.49997405290766533,0.45229178417470567,0.6320364189451557,Q294V,260.0,O2,25.0,IND
n_leapfrog__,6.2675,7.0,7.0,3,7,Q294V,260.0,O2,25.0,IND
fc_mu_wt,0.23880050634655764,0.2386366913567185,0.2415409025615799,0.19726407734592655,0.2792686973904184,Q294V,260.0,O2,25.0,IND
log_fc_sigma_wt,-2.7259945668096135,-2.7398251304132915,-2.8386751669309636,-3.2040129691923735,-2.2875788822975633,Q294V,260.0,O2,25.0,IND
fc_mu_mut,0.04269235916408462,0.04259461513786256,0.046037415759799916,0.021056914975057017,0.06385884463053026,Q294V,260.0,O2,25.0,IND
log_fc_sigma_mut,-3.4466684342440876,-3.4642259041051986,-3.5592104906174487,-3.912117343682959,-2.9463955106078354,Q294V,260.0,O2,25.0,IND
fc_sigma_wt,0.0674256267774888,0.06458164040763076,0.058503121515359593,0.040551846946515493,0.10144039590320583,Q294V,260.0,O2,25.0,IND
fc_sigma_mut,0.03291943778287155,0.03129722320686866,0.02846128629877424,0.018543558672063556,0.05078749271417221,Q294V,260.0,O2,25.0,IND
lp__,48.234769024722226,48.60806602119959,50.44303189776005,45.15066432084917,50.44303189776005,Q294V,260.0,O2,25.0,IND
bohr_wt,-1.1626800466922962,-1.1601683779253742,-1.144250044206123,-1.4034824711952378,-0.9480920031587359,Q294V,260.0,O2,25.0,IND
bohr_mut,-3.1455189629237856,-3.1124990617250106,-3.0311699988526524,-3.728197669889389,-2.609891480499422,Q294V,260.0,O2,25.0,IND
delta_bohr,1.9828389162314841,1.9534327228963595,1.8869199546465294,1.440775501141368,2.6340342766619944,Q294V,260.0,O2,25.0,IND
chain,2.5,2.5,1.0,1,4,Q294V,260.0,O2,50.0,IND
chain_idx,500.5,500.5,554.0,1,951,Q294V,260.0,O2,50.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,50.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,50.0,IND
energy__,-43.54064712872852,-43.83515669747102,-41.609432483719026,-47.08153335295806,-39.56818606111234,Q294V,260.0,O2,50.0,IND
treedepth__,2.62725,3.0,2.0,2,3,Q294V,260.0,O2,50.0,IND
accept_stat__,0.9050809714887066,0.9538262202655943,0.9435944330844588,0.6539498847143902,1.0,Q294V,260.0,O2,50.0,IND
stepsize__,0.5328228867792281,0.5479163273136418,0.5097753368799495,0.4345368883398134,0.6009220041497317,Q294V,260.0,O2,50.0,IND
n_leapfrog__,6.299,7.0,7.0,3,7,Q294V,260.0,O2,50.0,IND
fc_mu_wt,0.46418662350371226,0.4641953454008556,0.46509138160211827,0.4321892087930105,0.49645632576488075,Q294V,260.0,O2,50.0,IND
log_fc_sigma_wt,-2.9793619184280895,-3.0010024855173048,-3.0425496411874673,-3.4424367863190937,-2.515310088812229,Q294V,260.0,O2,50.0,IND
fc_mu_mut,0.0796969474967311,0.07955853915880207,0.08323656337268548,0.041410262278713916,0.1243533634913575,Q294V,260.0,O2,50.0,IND
log_fc_sigma_mut,-2.7907103650704967,-2.8082808759775784,-2.9146007299785897,-3.2318391838353926,-2.2912102178940716,Q294V,260.0,O2,50.0,IND
fc_sigma_wt,0.05233114645003303,0.04973718260330423,0.047713083037111255,0.031496126950675496,0.07988072955299638,Q294V,260.0,O2,50.0,IND
fc_sigma_mut,0.06332270004702972,0.060308581299324086,0.054225677398689415,0.03674730267270704,0.09635283004191175,Q294V,260.0,O2,50.0,IND
lp__,45.536774796435964,45.882253761009395,47.74198944728268,42.54786969268793,47.696190408982,Q294V,260.0,O2,50.0,IND
bohr_wt,-0.14365443935253278,-0.14346417761948776,-0.13986201971958168,-0.27292477347956473,-0.014174934281707541,Q294V,260.0,O2,50.0,IND
bohr_mut,-2.485259299376791,-2.4483603324704255,-2.3991627487451583,-3.1419344499402264,-1.9518354081074878,Q294V,260.0,O2,50.0,IND
delta_bohr,2.3416048600242547,2.3098707253548123,2.2593007290255764,1.7848812270057741,3.020524540580894,Q294V,260.0,O2,50.0,IND
chain,2.5,2.5,4.0,1,4,Q294V,260.0,O2,75.0,IND
chain_idx,500.5,500.5,159.0,1,951,Q294V,260.0,O2,75.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,75.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,75.0,IND
energy__,-31.12379626725419,-31.481921490043685,-34.11925943139109,-34.48994667580103,-26.91671606490491,Q294V,260.0,O2,75.0,IND
treedepth__,2.69625,3.0,3.0,2,3,Q294V,260.0,O2,75.0,IND
accept_stat__,0.9241393567495972,0.9613720943324968,0.9685083500105076,0.7221298935439808,1.0,Q294V,260.0,O2,75.0,IND
stepsize__,0.5027373381038417,0.501243102638572,0.4695585295990974,0.4695585295990974,0.5389046175392576,Q294V,260.0,O2,75.0,IND
n_leapfrog__,6.4475,7.0,7.0,3,7,Q294V,260.0,O2,75.0,IND
fc_mu_wt,0.5799202350014605,0.5795906409932885,0.5806449007565766,0.5252792073176036,0.6363865293511882,Q294V,260.0,O2,75.0,IND
log_fc_sigma_wt,-2.3816828975848425,-2.3942612549254036,-2.515498536920842,-2.791819383860504,-1.939315126869217,Q294V,260.0,O2,75.0,IND
fc_mu_mut,0.10884201292306293,0.10848733679605593,0.11191184692722378,0.03561093569293805,0.1683632516431175,Q294V,260.0,O2,75.0,IND
log_fc_sigma_mut,-2.350815691125926,-2.370933852694943,-2.4892384383903274,-2.8256530566650175,-1.7684435655864807,Q294V,260.0,O2,75.0,IND
fc_sigma_wt,0.09481597232836074,0.09124005764067934,0.08082260910656829,0.05918264171656475,0.14068228500305574,Q294V,260.0,O2,75.0,IND
fc_sigma_mut,0.09899455039576022,0.09339347000142277,0.08297313167177904,0.05343243764388728,0.1574244860326382,Q294V,260.0,O2,75.0,IND
lp__,33.12257553353101,33.47192944593422,35.28196706615543,29.96733431052717,35.28196706615543,Q294V,260.0,O2,75.0,IND
bohr_wt,0.32357311910868275,0.3210931620982795,0.3254213304649343,0.10120311835528858,0.5597147196806351,Q294V,260.0,O2,75.0,IND
bohr_mut,-2.157596837718932,-2.1062862050446167,-2.0713595291661533,-2.9564616515267215,-1.4689884116947252,Q294V,260.0,O2,75.0,IND
delta_bohr,2.4811699568276087,2.4347135958149484,2.396780859631088,1.757809891111737,3.340134083449489,Q294V,260.0,O2,75.0,IND
chain,2.5,2.5,1.0,1,4,Q294V,260.0,O2,100.0,IND
chain_idx,500.5,500.5,445.0,1,951,Q294V,260.0,O2,100.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,100.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,100.0,IND
energy__,-35.95399394844638,-36.27801747102839,-39.701919944589534,-39.42152437295629,-31.896900059167514,Q294V,260.0,O2,100.0,IND
treedepth__,2.56625,3.0,2.0,2,3,Q294V,260.0,O2,100.0,IND
accept_stat__,0.9009883792181538,0.9461328297136009,0.9801844227310826,0.6522988421443952,1.0,Q294V,260.0,O2,100.0,IND
stepsize__,0.5740020403099234,0.5978167599496415,0.5708494338085324,0.4524710575975289,0.6479035837430536,Q294V,260.0,O2,100.0,IND
n_leapfrog__,5.943,7.0,3.0,3,7,Q294V,260.0,O2,100.0,IND
fc_mu_wt,0.6999121600071241,0.7000236935192099,0.6980659844160777,0.6570231717502112,0.7444539190914057,Q294V,260.0,O2,100.0,IND
log_fc_sigma_wt,-2.6706008455559496,-2.685358685099117,-2.80467652802834,-3.0985630303145344,-2.1972728862281707,Q294V,260.0,O2,100.0,IND
fc_mu_mut,0.12496420253933212,0.12592260363991492,0.1323609184058876,0.05358163380473557,0.18667130098384166,Q294V,260.0,O2,100.0,IND
log_fc_sigma_mut,-2.3300111915835555,-2.3526579049840315,-2.4529363425272233,-2.7956329976509413,-1.8589617986687608,Q294V,260.0,O2,100.0,IND
fc_sigma_wt,0.07121964774399214,0.06819673196810581,0.060526346583028,0.04246193541246064,0.10587771112918634,Q294V,260.0,O2,100.0,IND
fc_sigma_mut,0.10038906377350945,0.09511602247058346,0.08604057062393748,0.05806079969358728,0.15184624886779044,Q294V,260.0,O2,100.0,IND
lp__,37.9407229157737,38.296162925628295,40.14168406426293,34.773675581112386,40.108043597759305,Q294V,260.0,O2,100.0,IND
bohr_wt,0.8490426777812276,0.8474106908279875,0.8381051297835768,0.6500563981280123,1.0692482059113204,Q294V,260.0,O2,100.0,IND
bohr_mut,-1.9869782287955942,-1.937501482700903,-1.8802434018485814,-2.6740315590116817,-1.3715090349051826,Q294V,260.0,O2,100.0,IND
delta_bohr,2.83602090657683,2.792025207665974,2.718348531632158,2.135963373240744,3.5022731003794187,Q294V,260.0,O2,100.0,IND
chain,2.5,2.5,4.0,1,4,Q294V,260.0,O2,250.0,IND
chain_idx,500.5,500.5,372.0,1,951,Q294V,260.0,O2,250.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,250.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,250.0,IND
energy__,-28.21348979338179,-28.609085261624827,-31.581824862187034,-31.75319532694211,-23.953334066153623,Q294V,260.0,O2,250.0,IND
treedepth__,2.6435,3.0,2.0,2,3,Q294V,260.0,O2,250.0,IND
accept_stat__,0.9251274323859889,0.9573230638549158,1.0,0.7363548217762801,1.0,Q294V,260.0,O2,250.0,IND
stepsize__,0.5610385025752251,0.5612373169684335,0.5981893141602956,0.5178193061882056,0.6038600701759075,Q294V,260.0,O2,250.0,IND
n_leapfrog__,6.18,7.0,3.0,3,7,Q294V,260.0,O2,250.0,IND
fc_mu_wt,0.8663851751253984,0.8665235407694648,0.8653959714877761,0.8281555994896187,0.9053358019432309,Q294V,260.0,O2,250.0,IND
log_fc_sigma_wt,-2.9360841760019802,-2.96299933216976,-3.0200200013145078,-3.3838168596211755,-2.3561286304786027,Q294V,260.0,O2,250.0,IND
fc_mu_mut,0.30138179725979575,0.3015752750505804,0.30130409993617424,0.1771050288115893,0.41294839276371476,Q294V,260.0,O2,250.0,IND
log_fc_sigma_mut,-1.7410809666899751,-1.7617181790170158,-1.8546234981079204,-2.218506702965031,-1.249683228674313,Q294V,260.0,O2,250.0,IND
fc_sigma_wt,0.05508371528423063,0.05166372788041655,0.0488002422832576,0.031194488491323457,0.08770948773011426,Q294V,260.0,O2,250.0,IND
fc_sigma_mut,0.18128451435914616,0.17174951731567276,0.15651185859417485,0.10628475862171403,0.28187938935502305,Q294V,260.0,O2,250.0,IND
lp__,30.21543410688945,30.585508695619673,32.4712846099625,27.004084792527816,32.38535713929967,Q294V,260.0,O2,250.0,IND
bohr_wt,1.8802602608868397,1.8705641495586214,1.8608498264189555,1.5419712918117243,2.220288980045606,Q294V,260.0,O2,250.0,IND
bohr_mut,-0.858197539588933,-0.8398077528528427,-0.8410955440600841,-1.4652128379328515,-0.29819280343600446,Q294V,260.0,O2,250.0,IND
delta_bohr,2.7384578004757727,2.7235356335991154,2.7019453704790397,2.084747992096728,3.439763993502729,Q294V,260.0,O2,250.0,IND
chain,2.5,2.5,1.0,1,4,Q294V,260.0,O2,500.0,IND
chain_idx,500.5,500.5,107.0,1,951,Q294V,260.0,O2,500.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,500.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,500.0,IND
energy__,-30.191062102137437,-30.541488849644075,-33.50593418194533,-33.77428919753174,-26.2194624604853,Q294V,260.0,O2,500.0,IND
treedepth__,2.61875,3.0,2.0,2,3,Q294V,260.0,O2,500.0,IND
accept_stat__,0.9194636573009971,0.9559946198918317,0.9768521388957087,0.7204937214137298,1.0,Q294V,260.0,O2,500.0,IND
stepsize__,0.5988701833782017,0.6055392946273706,0.5298263359589783,0.5298263359589783,0.6545758082991766,Q294V,260.0,O2,500.0,IND
n_leapfrog__,6.121,7.0,5.0,3,7,Q294V,260.0,O2,500.0,IND
fc_mu_wt,0.8974443934501947,0.8976546281620092,0.8930179411873113,0.8612963620097157,0.9339318135273479,Q294V,260.0,O2,500.0,IND
log_fc_sigma_wt,-2.8656782315967635,-2.8810298083420056,-2.957936555941928,-3.3051883190535474,-2.356133366086839,Q294V,260.0,O2,500.0,IND
fc_mu_mut,0.4966761016405035,0.49491385502130525,0.5042123601599351,0.3582462854152294,0.6324838548616534,Q294V,260.0,O2,500.0,IND
log_fc_sigma_mut,-1.5263913423842368,-1.5413205232404796,-1.6668390885529227,-1.967361536882315,-1.0108598226433394,Q294V,260.0,O2,500.0,IND
fc_sigma_wt,0.05874658453066945,0.0560769846716731,0.05192595300270719,0.03397881274230364,0.08982114835508545,Q294V,260.0,O2,500.0,IND
fc_sigma_mut,0.2243292625453203,0.2140981932468071,0.18884303935726185,0.12850655300213573,0.3434631018310641,Q294V,260.0,O2,500.0,IND
lp__,32.16870884450595,32.52506238743645,34.37637050432113,29.138755114336053,34.372030356092516,Q294V,260.0,O2,500.0,IND
bohr_wt,2.187416134917274,2.1714323080811755,2.1219455258347493,1.7777652310362215,2.5820591830021633,Q294V,260.0,O2,500.0,IND
bohr_mut,-0.013497942664510036,-0.020345281684354823,0.01684983929152526,-0.5829839099859402,0.5428874443283178,Q294V,260.0,O2,500.0,IND
delta_bohr,2.200914077581789,2.1901974758958325,2.105095686543224,1.5178058973292285,2.9150283616544423,Q294V,260.0,O2,500.0,IND
chain,2.5,2.5,2.0,1,4,Q294V,260.0,O2,1000.0,IND
chain_idx,500.5,500.5,782.0,1,951,Q294V,260.0,O2,1000.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,1000.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,1000.0,IND
energy__,-31.756328476389115,-32.11870273128692,-34.98859255812756,-35.26476140890809,-27.45812866944445,Q294V,260.0,O2,1000.0,IND
treedepth__,2.5625,3.0,3.0,1,3,Q294V,260.0,O2,1000.0,IND
accept_stat__,0.8891304089512905,0.9369492058694021,1.0,0.6172823944620661,1.0,Q294V,260.0,O2,1000.0,IND
stepsize__,0.6573010132788032,0.6489546164872304,0.6344557756466714,0.5441264639779283,0.7871683561627584,Q294V,260.0,O2,1000.0,IND
n_leapfrog__,6.834,7.0,7.0,3,15,Q294V,260.0,O2,1000.0,IND
fc_mu_wt,0.9016642428586199,0.901868953839261,0.8974858032910101,0.8646357374196608,0.9338067728036175,Q294V,260.0,O2,1000.0,IND
log_fc_sigma_wt,-2.9501556206325352,-2.971812480938408,-3.0516910890268965,-3.4037391600118085,-2.4901586717329427,Q294V,260.0,O2,1000.0,IND
fc_mu_mut,0.63390405888533,0.6347516800139805,0.6253527256909207,0.5065186747679481,0.7682535354339546,Q294V,260.0,O2,1000.0,IND
log_fc_sigma_mut,-1.6092733572088884,-1.622984798007335,-1.7398799841022083,-2.0676213715097345,-1.1054074315537816,Q294V,260.0,O2,1000.0,IND
fc_sigma_wt,0.053981456791062185,0.051210408279014165,0.047278903913723185,0.031884731039415574,0.08139932936646142,Q294V,260.0,O2,1000.0,IND
fc_sigma_mut,0.20655312324550346,0.19730889235265192,0.17554146711958998,0.11576101329129769,0.3146440395222145,Q294V,260.0,O2,1000.0,IND
lp__,33.797045914961174,34.160555388223656,36.0215196690617,30.679481214120056,36.0215196690617,Q294V,260.0,O2,1000.0,IND
bohr_wt,2.231939069611022,2.218165434392328,2.169596008711618,1.8434266450229666,2.632587114133182,Q294V,260.0,O2,1000.0,IND
bohr_mut,0.5601526418316966,0.5526564163616021,0.5123308701655843,0.0005911373984321596,1.1691199571460742,Q294V,260.0,O2,1000.0,IND
delta_bohr,1.6717864277793293,1.6663140890628492,1.6572651385460335,0.9738007756166928,2.3731065498371224,Q294V,260.0,O2,1000.0,IND
chain,2.5,2.5,3.0,1,4,Q294V,260.0,O2,5000.0,IND
chain_idx,500.5,500.5,188.0,1,951,Q294V,260.0,O2,5000.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O2,5000.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O2,5000.0,IND
energy__,-27.53247937694216,-27.88514762392621,-31.059105484513555,-30.9290670476068,-22.952989503269762,Q294V,260.0,O2,5000.0,IND
treedepth__,2.62025,3.0,2.0,2,3,Q294V,260.0,O2,5000.0,IND
accept_stat__,0.8958247196701162,0.9488524785731388,0.8947388280298905,0.576845472770155,1.0,Q294V,260.0,O2,5000.0,IND
stepsize__,0.5505352756475096,0.535081436139336,0.5441741771131174,0.502345816949812,0.6296324133615645,Q294V,260.0,O2,5000.0,IND
n_leapfrog__,6.193,7.0,7.0,3,7,Q294V,260.0,O2,5000.0,IND
fc_mu_wt,0.87923321671822,0.8799968756998497,0.872618856968026,0.8041579088245253,0.9577629076151762,Q294V,260.0,O2,5000.0,IND
log_fc_sigma_wt,-2.2089599968815987,-2.2338188772494707,-2.338609828860272,-2.676778624339923,-1.697409669959732,Q294V,260.0,O2,5000.0,IND
fc_mu_mut,0.8230715719508394,0.8232440520606332,0.8254312387326396,0.7499008846205553,0.895763613206672,Q294V,260.0,O2,5000.0,IND
log_fc_sigma_mut,-2.199121836669086,-2.214842084688975,-2.319507022102944,-2.673230588034761,-1.6984865061427101,Q294V,260.0,O2,5000.0,IND
fc_sigma_wt,0.11360768510152115,0.10711857615782691,0.09646164325649785,0.06630183397839862,0.1785126123988498,Q294V,260.0,O2,5000.0,IND
fc_sigma_mut,0.1146597817666103,0.1091707528577521,0.09832204425346898,0.06505045148975264,0.1765684629010778,Q294V,260.0,O2,5000.0,IND
lp__,29.54838081770779,29.950445311451894,31.869246110376448,26.266069659432645,31.82943110849656,Q294V,260.0,O2,5000.0,IND
bohr_wt,2.0432148588816967,1.9924005788555161,1.9243151522448434,1.2781803239856218,2.8458736792656336,Q294V,260.0,O2,5000.0,IND
bohr_mut,1.5601848639510083,1.5384827404178847,1.5535872519792011,1.0318987959931472,2.0755260788693883,Q294V,260.0,O2,5000.0,IND
delta_bohr,0.4830299949306826,0.45713332223833425,0.3707279002656423,-0.41288025923084604,1.4376336034451611,Q294V,260.0,O2,5000.0,IND
chain,2.5,2.5,1.0,1,4,Q294V,260.0,O3,0.0,IND
chain_idx,500.5,500.5,905.0,1,951,Q294V,260.0,O3,0.0,IND
warmup,0.0,0.0,0.0,0,0,Q294V,260.0,O3,0.0,IND
divergent__,0.0,0.0,0.0,0,0,Q294V,260.0,O3,0.0,IND
energy__,-25.608545469573485,-25.988332505175062,-25.253061653889553,-29.200615694874923,-21.423638358913507,Q294V,260.0,O3,0.0,IND
treedepth__,2.665,3.0,3.0,2,3,Q294V,260.0,O3,0.0,IND
accept_stat__,0.9267449444601167,0.9594170501252157,0.9069821311162877,0.7462421305803103,1.0,Q294V,260.0,O3,0.0,IND
stepsize__,0.5432880082276297,0.5447371800517283,0.553208757664374,0.5284025326052648,0.5552751402017914,Q294V,260.0,O3,0.0,IND
n_leapfrog__,6.2615,7.0,7.0,3,7,Q294V,260.0,O3,0.0,IND
fc_mu_wt,0.6229539501920809,0.6229364227403438,0.6256522582667442,0.5567280141386624,0.6915613332035381,Q294V,260.0,O3,0.0,IND
log_fc_sigma_wt,-2.4461212100191734,-2.4710652331901835,-2.5819121854750087,-2.963206360577729,-1.8656389145001588,Q294V,260.0,O3,0.0,IND
fc_mu_mut,0.7724905605909441,0.7711200771437945,0.7724462983452678,0.6843568379127075,0.8629489094735255,Q294V,260.0,O3,0.0,IND
log_fc_sigma_mut,-2.0643662337292965,-2.0847921556658293,-2.16604531808846,-2.5181546358660416,-1.5367661210901842,Q294V,260.0,O3,0.0,IND
